Narrative,Regrets over past decision/s,Concerned about the meaning of life,Being lonely,Inability to express oneself,Fear of rejection,Trouble making decisions,Physical appearance,Not seeing people,Troubling thoughts about ones future,Not enough personal energy,Concerns about getting ahead,Fear of confrontation,Wasting time
"Today was a tough day at DLSU. Being an undergraduate student, I encountered the daily hassle of feeling lonely. The hustle and bustle of campus life made it hard to connect with others. As I walked through the crowded hallways, I couldn't help but yearn for a sense of belonging. Despite attending classes and participating in group activities, the feeling of isolation lingered. It was a reminder that even in a sea of people, loneliness can still find its way into our lives.",0,0,1,0,0,0,0,0,0,0,0,0,0
"As an undergrad at DLSU, my day began like any other, filled with classes and assignments. However, being lonely was an ongoing struggle that often overshadowed my daily routine. The bustling campus seemed to amplify my solitude, as friends laughed and chatted while I roamed alone. Despite the vibrant atmosphere, I longed for genuine connections and companionship. Yet, amidst the loneliness, I found solace in the beauty of the campus, hoping that one day, I would stumble upon a kindred spirit who shared my yearning for connection.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was one of those days where being lonely weighed heavily on me. As I walked through the bustling halls of DLSU, surrounded by friends who seemed to have it all, I couldn't help but feel a pang of emptiness. It's difficult to navigate through university life without a strong support system, but I remind myself that this feeling is temporary. I'll continue to seek connections, join clubs, and reach out to others because I know that being lonely is just a passing phase in this journey of self-discovery.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was another typical day in the life of an undergraduate student at DLSU. As I walked through the bustling campus, surrounded by a sea of familiar faces, I couldn't help but feel a pang of loneliness. Despite being constantly surrounded by people, I couldn't shake the feeling of isolation. It's funny how being in a crowd can sometimes make you feel the loneliest. But amidst the daily hassles, I found solace in knowing that tomorrow is a new day, filled with opportunities to connect and find my place in this bustling community.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was just one of those days where I felt an overwhelming sense of loneliness. As an undergraduate student at DLSU, it's easy to get caught up in the hustle and bustle of classes, assignments, and extracurricular activities. But in the midst of it all, sometimes I can't help but feel disconnected from others. The sea of unfamiliar faces and the constant rush make it difficult to form meaningful connections. However, I try to remind myself that everyone experiences moments of loneliness, and that tomorrow is a new day filled with opportunities to forge new friendships.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was just another day at DLSU, filled with the usual hustle and bustle. However, amidst the crowded hallways and busy classrooms, I couldn't shake off the feeling of being lonely. It seemed like everyone had their own group of friends to laugh and talk with, while I was left to wander alone. The day passed by in a blur, as I tried to focus on my studies, but the constant pang of loneliness remained. Despite the challenges, I knew I had to keep pushing forward and find ways to connect with others, hoping that someday I would find my own place in this vast sea of faces.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today started off like any other day at DLSU. I woke up feeling groggy and unmotivated, but I pushed myself out of bed and got ready for my classes. As I walked through the bustling hallways, I couldn't help but feel a wave of loneliness wash over me. Surrounded by hundreds of students, yet feeling disconnected from everyone. It's a daily hassle I've grown accustomed to, but it still weighs heavily on my heart. I long for genuine connections and meaningful conversations, but for now, I'll continue navigating this sea of loneliness, hoping to find my place in this vibrant university.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was quite a tough day for me. Being an undergraduate student at DLSU, I often find myself surrounded by my peers, yet feeling incredibly lonely. The bustling hallways and crowded classrooms only serve as a reminder of my solitude. It's disheartening to see everyone laughing and chatting while I'm left to navigate this journey alone. But despite this daily hassle, I try to stay positive and remind myself that this feeling of loneliness is only temporary.",0,0,1,0,0,0,0,0,0,0,0,0,0
"As an undergraduate student from DLSU, my day started like any other, but the feeling of being lonely seeped in. Walking through the bustling campus, surrounded by friends chatting and laughing, I couldn't help but feel a pang of isolation. The empty seat next to me in class and the quiet lunch breaks accentuated this solitude. However, I reminded myself that this feeling is temporary, and I must seek opportunities to connect with others, knowing that tomorrow will bring new chances to banish this loneliness.",0,0,1,0,0,0,0,0,0,0,0,0,0
"Today was a rather lonely day for me. Being an undergraduate student at DLSU, I usually have a bustling schedule and a lively social life. However, due to the ongoing pandemic, campus life has quieted down, and I find myself missing the company of my friends and classmates. Although I managed to attend online classes and complete my assignments, the absence of face-to-face interactions left me feeling a bit isolated. Despite the loneliness, I tried to stay positive and reminded myself that this situation is temporary.",0,0,1,0,0,0,0,0,0,0,0,0,0
